ICD10CodeID,Code,ICD_Title
5015,M00,Pyogenic arthritis
5016,M00.0,Staphylococcal arthritis and polyarthritis
5017,M00.1,Pneumococcal arthritis and polyarthritis
5018,M00.2,Other streptococcal arthritis and polyarthritis
5019,M00.8,Arthritis and polyarthritis due to other specified bacterial agents
5020,M00.9,"Pyogenic arthritis, unspecified"
5021,M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere
5022,M02,Postinfective and reactive arthropathies
5023,M02.0,Arthropathy following intestinal bypass
5024,M02.1,Postdysenteric arthropathy
5025,M02.2,Postimmunization arthropathy
5026,M02.3,Reiter's disease
5027,M02.8,Other reactive arthropathies
5028,M02.9,"Reactive arthopathy, unspecified"
5029,M05,Rheumatoid arthritis with rheumatoid factor
5030,M05.0,Felty's syndrome
5031,M05.1,Rheumatoid lung disease
5032,M05.2,Rheumatoid vasculitis
5033,M05.3,Rheumatoid arthritis with involvement of other organs and systems
5034,M05.8,Other seropositive rheumatoid arthritis
5035,M05.9,"Seropositive rheumatoid arthritis, unspecified"
5036,M06,Other rheumatoid arthritis
5037,M06.0,Seronegative rheumatoid arthritis
5038,M06.1,Adult-onset Still's disease
5039,M06.2,Rheumatoid bursitis
5040,M06.3,Rheumatoid nodule
5041,M06.4,Inflammatory polyarthropathy
5042,M06.8,Other specified rheumatoid arthritis
5043,M06.9,"Rheumatoid arthritis, unspecified"
5044,M07,Enteropathic arthropathies
5045,M08,Juvenile arthritis
5046,M08.0,Juvenile rheumatoid arthritis
5047,M08.1,Juvenile ankylosing spondylitis
5048,M08.2,Juvenile arthritis with systemic onset
5049,M08.3,Juvenile polyarthritis (seronegative)
5050,M08.4,Pauciarticular juvenile arthritis
5051,M08.8,Other juvenile arthritis
5052,M08.9,"Juvenile arthritis, unspecified"
5053,M10,Gout
5054,M10.0,Idiopathic gout
5055,M10.1,Lead-induced gout
5056,M10.2,Drug-induced gout
5057,M10.3,Gout due to impairment of renal function
5058,M10.4,Other secondary gout
5059,M10.9,"Gout, unspecified"
5060,M11,Other crystal arthropathies
5061,M11.0,Hydroxyapatite deposition disease
5062,M11.1,Familial chondrocalcinosis
5063,M11.2,Other chondrocalcinosis
5064,M11.8,Other specified crystal arthropathies
5065,M11.9,"Crystal arthropathy, unspecified"
5066,M12,Other and unspecified arthropathy
5067,M12.0,Chronic postrheumatic arthropathy [Jaccoud]
5068,M12.1,Kaschin-Beck disease
5069,M12.2,Villonodular synovitis (pigmented)
5070,M12.3,Palindromic rheumatism
5071,M12.4,Intermittent hydrarthrosis
5072,M12.5,Traumatic arthropathy
5073,M12.8,"Other specific arthropathies, not elsewhere classified"
5074,M13,Other arthritis
5075,M13.0,"Polyarthritis, unspecified"
5076,M13.1,"Monoarthritis, not elsewhere classified"
5077,M13.8,Other specified arthritis
5078,M13.9,"Arthritis, unspecified"
5079,M14,Arthropathies in other diseases classified elsewhere
5080,M15,Polyosteoarthritis
5081,M15.0,Primary generalized (osteo)arthrosis
5082,M15.1,Heberden's nodes (with arthropathy)
5083,M15.2,Bouchard's nodes (with arthropathy)
5084,M15.3,Secondary multiple arthrosis
5085,M15.4,Erosive (osteo)arthrosis
5086,M15.8,Other polyarthrosis
5087,M15.9,"Polyarthrosis, unspecified"
5088,M16,Osteoarthritis of hip
5089,M16.0,"Primary coxarthrosis, bilateral"
5090,M16.1,Other primary coxarthrosis
5091,M16.2,"Coxarthrosis resulting from dysplasia, bilateral"
5092,M16.3,Other dysplastic coxarthrosis
5093,M16.4,"Posttraumatic coxarthrosis, bilateral"
5094,M16.5,Other posttraumatic coxarthrosis
5095,M16.6,"Other secondary coxarthrosis, bilateral"
5096,M16.7,Other secondary coxarthrosis
5097,M16.9,"Coxarthrosis, unspecified"
5098,M17,Osteoarthritis of knee
5099,M17.0,"Primary gonarthrosis, bilateral"
5100,M17.1,Other primary gonarthrosis
5101,M17.2,"Posttraumatic gonarthrosis, bilateral"
5102,M17.3,Other posttraumatic gonarthrosis
5103,M17.4,"Other secondary gonarthrosis, bilateral"
5104,M17.5,Other secondary gonarthrosis
5105,M17.9,"Gonarthrosis, unspecified"
5106,M18,Osteoarthritis of first carpometacarpal joint
5107,M18.0,"Primary arthrosis of first carpometacarpal joints, bilateral"
5108,M18.1,Other primary arthrosis of first carpometacarpal joint
5109,M18.2,"Posttraumatic arthrosis of first carpometacarpal joints, bilateral"
5110,M18.3,Other posttraumatic arthrosis of first carpometacarpal joint
5111,M18.4,"Other secondary arthrosis of first carpometacarpal joints, bilateral"
5112,M18.5,Other secondary arthrosis of first carpometacarpal joint
5113,M18.9,"Arthrosis of first carpometacarpal joint, unspecified"
5114,M19,Other and unspecified osteoarthritis
5115,M19.0,Primary arthrosis of other joints
5116,M19.1,Posttraumatic arthrosis of other joints
5117,M19.2,Secondary arthrosis of other joints
5118,M19.8,Other specified arthrosis
5119,M19.9,"Arthrosis, unspecified"
5120,M1A,Chronic gout
5121,M20,Acquired deformities of fingers and toes
5122,M20.0,Deformity of finger(s)
5123,M20.1,Hallux valgus (acquired)
5124,M20.2,Hallux rigidus
5125,M20.3,Other deformity of hallux (acquired)
5126,M20.4,Other hammer toe(s) (acquired)
5127,M20.5,Other deformities of toe(s) (acquired)
5128,M20.6,"Acquired deformity of toe(s), unspecified"
5129,M21,Other acquired deformities of limbs
5130,M21.0,"Valgus deformity, not elsewhere classified"
5131,M21.1,"Varus deformity, not elsewhere classified"
5132,M21.2,Flexion deformity
5133,M21.3,Wrist or foot drop (acquired)
5134,M21.4,Flat foot [pes planus] (acquired)
5135,M21.5,"Acquired clawhand, clubhand, clawfoot, and clubfoot"
5136,M21.6,Other acquired deformities of ankle and foot
5137,M21.7,Unequal limb length (acquired)
5138,M21.8,Other specified acquired deformities of limbs
5139,M21.9,"Acquired deformity of limb, unspecified"
5140,M22,Disorder of patella
5141,M22.0,Recurrent dislocation of patella
5142,M22.1,Recurrent subluxation of patella
5143,M22.2,Patellofemoral disorders
5144,M22.3,Other derangements of patella
5145,M22.4,Chondromalacia patellae
5146,M22.8,Other disorders of patella
5147,M22.9,"Disorder of patella, unspecified"
5148,M23,Internal derangement of knee
5149,M23.0,Cystic meniscus
5150,M23.1,Discoid meniscus (congenital)
5151,M23.2,Derangement of meniscus due to old tear or injury
5152,M23.3,Other meniscus derangements
5153,M23.4,Loose body in knee
5154,M23.5,Chronic instability of knee
5155,M23.6,Other spontaneous disruption of ligament(s) of knee
5156,M23.8,Other internal derangements of knee
5157,M23.9,"Internal derangement of knee, unspecified"
5158,M24,Other specific joint derangements
5159,M24.0,Loose body in joint
5160,M24.1,Other articular cartilage disorders
5161,M24.2,Disorder of ligament
5162,M24.3,"Pathological dislocation and subluxation of joint, not elsewhere classified"
5163,M24.4,Recurrent dislocation and subluxation of joint
5164,M24.5,Contracture of joint
5165,M24.6,Ankylosis of joint
5166,M24.7,Protrusio acetabuli
5167,M24.8,"Other specific joint derangements, not elsewhere classified"
5168,M24.9,"Joint derangement, unspecified"
5169,M25,"Other joint disorder, not elsewhere classified"
5170,M25.0,Hemarthrosis
5171,M25.1,Fistula of joint
5172,M25.2,Flail joint
5173,M25.3,Other instability of joint
5174,M25.4,Effusion of joint
5175,M25.5,Pain in joint
5176,M25.6,"Stiffness of joint, not elsewhere classified"
5177,M25.7,Osteophyte
5178,M25.8,Other specified joint disorders
5179,M25.9,"Joint disorder, unspecified"
5180,M26,Dentofacial anomalies [including malocclusion]
5181,M27,Other diseases of jaws
5182,M30,Polyarteritis nodosa and related conditions
5183,M30.0,Polyarteritis nodosa
5184,M30.1,Polyarteritis with lung involvement [Churg-Strauss]
5185,M30.2,Juvenile polyarteritis
5186,M30.3,Mucocutaneous lymph node syndrome [Kawasaki]
5187,M30.8,Other conditions related to polyarteritis nodosa
5188,M31,Other necrotizing vasculopathies
5189,M31.0,Hypersensitivity angiitis
5190,M31.1,Thrombotic microangiopathy
5191,M31.2,Lethal midline granuloma
5192,M31.3,Wegener's granulomatosis
5193,M31.4,Aortic arch syndrome [Takayasu]
5194,M31.5,Giant cell arteritis with polymyalgia rheumatica
5195,M31.6,Other giant cell arteritis
5196,M31.7,Microscopic polyangiitis
5197,M31.8,Other specified necrotizing vasculopathies
5198,M31.9,"Necrotizing vasculopathy, unspecified"
5199,M32,Systemic lupus erythematosus (SLE)
5200,M32.0,Drug-induced systemic lupus erythematosus
5201,M32.1,Systemic lupus erythematosus with organ or system involvement
5202,M32.8,Other forms of systemic lupus erythematosus
5203,M32.9,"Systemic lupus erythematosus, unspecified"
5204,M33,Dermatopolymyositis
5205,M33.0,Juvenile dermatomyositis
5206,M33.1,Other dermatomyositis
5207,M33.2,Polymyositis
5208,M33.9,"Dermatopolymyositis, unspecified"
5209,M34,Systemic sclerosis [scleroderma]
5210,M34.0,Progressive systemic sclerosis
5211,M34.1,CR(E)ST syndrome
5212,M34.2,Systemic sclerosis induced by drugs and chemicals
5213,M34.8,Other forms of systemic sclerosis
5214,M34.9,"Systemic sclerosis, unspecified"
5215,M35,Other systemic involvement of connective tissue
5216,M35.0,Sicca syndrome [Sjögren]
5217,M35.1,Other overlap syndromes
5218,M35.2,Behçet's disease
5219,M35.3,Polymyalgia rheumatica
5220,M35.4,Diffuse (eosinophilic) fasciitis
5221,M35.5,Multifocal fibrosclerosis
5222,M35.6,Relapsing panniculitis [Weber-Christian]
5223,M35.7,Hypermobility syndrome
5224,M35.8,Other specified systemic involvement of connective tissue
5225,M35.9,"Systemic involvement of connective tissue, unspecified"
5226,M36,Systemic disorders of connective tissue in diseases classified elsewhere
5227,M40,Kyphosis and lordosis
5228,M40.0,Postural kyphosis
5229,M40.1,Other secondary kyphosis
5230,M40.2,Other and unspecified kyphosis
5231,M40.3,Flatback syndrome
5232,M40.4,Other lordosis
5233,M40.5,"Lordosis, unspecified"
5234,M41,Scoliosis
5235,M41.0,Infantile idiopathic scoliosis
5236,M41.1,Juvenile idiopathic scoliosis
5237,M41.2,Other idiopathic scoliosis
5238,M41.3,Thoracogenic scoliosis
5239,M41.4,Neuromuscular scoliosis
5240,M41.5,Other secondary scoliosis
5241,M41.8,Other forms of scoliosis
5242,M41.9,"Scoliosis, unspecified"
5243,M42,Spinal osteochondrosis
5244,M42.0,Juvenile osteochondrosis of spine
5245,M42.1,Adult osteochondrosis of spine
5246,M42.9,"Spinal osteochondrosis, unspecified"
5247,M43,Other deforming dorsopathies
5248,M43.0,Spondylolysis
5249,M43.1,Spondylolisthesis
5250,M43.2,Other fusion of spine
5251,M43.3,Recurrent atlantoaxial subluxation with myelopathy
5252,M43.4,Other recurrent atlantoaxial subluxation
5253,M43.5,Other recurrent vertebral subluxation
5254,M43.6,Torticollis
5255,M43.8,Other specified deforming dorsopathies
5256,M43.9,"Deforming dorsopathy, unspecified"
5257,M45,Ankylosing spondylitis
5258,M46,Other inflammatory spondylopathies
5259,M46.0,Spinal enthesopathy
5260,M46.1,"Sacroiliitis, not elsewhere classified"
5261,M46.2,Osteomyelitis of vertebra
5262,M46.3,Infection of intervertebral disc (pyogenic)
5263,M46.4,"Discitis, unspecified"
5264,M46.5,Other infective spondylopathies
5265,M46.8,Other specified inflammatory spondylopathies
5266,M46.9,"Inflammatory spondylopathy, unspecified"
5267,M47,Spondylosis
5268,M47.0,Anterior spinal and vertebral artery compression syndromes
5269,M47.1,Other spondylosis with myelopathy
5270,M47.2,Other spondylosis with radiculopathy
5271,M47.8,Other spondylosis
5272,M47.9,"Spondylosis, unspecified"
5273,M48,Other spondylopathies
5274,M48.0,Spinal stenosis
5275,M48.1,Ankylosing hyperostosis [Forestier]
5276,M48.2,Kissing spine
5277,M48.3,Traumatic spondylopathy
5278,M48.4,Fatigue fracture of vertebra
5279,M48.5,"Collapsed vertebra, not elsewhere classified"
5280,M48.8,Other specified spondylopathies
5281,M48.9,"Spondylopathy, unspecified"
5282,M49,Spondylopathies in diseases classified elsewhere
5283,M50,Cervical disc disorders
5284,M50.0,Cervical disc disorder with myelopathy
5285,M50.1,Cervical disc disorder with radiculopathy
5286,M50.2,Other cervical disc displacement
5287,M50.3,Other cervical disc degeneration
5288,M50.8,Other cervical disc disorders
5289,M50.9,"Cervical disc disorder, unspecified"
5290,M51,"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders"
5291,M51.0,Lumbar and other intervertebral disc disorders with myelopathy
5292,M51.1,Lumbar and other intervertebral disc disorders with radiculopathy
5293,M51.2,Other specified intervertebral disc displacement
5294,M51.3,Other specified intervertebral disc degeneration
5295,M51.4,Schmorl's nodes
5296,M51.8,Other specified intervertebral disc disorders
5297,M51.9,"Intervertebral disc disorder, unspecified"
5298,M53,"Other and unspecified dorsopathies, not elsewhere classified"
5299,M53.0,Cervicocranial syndrome
5300,M53.1,Cervicobrachial syndrome
5301,M53.2,Spinal instabilities
5302,M53.3,"Sacrococcygeal disorders, not elsewhere classified"
5303,M53.8,Other specified dorsopathies
5304,M53.9,"Dorsopathy, unspecified"
5305,M54,Dorsalgia
5306,M54.0,Panniculitis affecting regions of neck and back
5307,M54.1,Radiculopathy
5308,M54.2,Cervicalgia
5309,M54.3,Sciatica
5310,M54.4,Lumbago with sciatica
5311,M54.5,Low back pain
5312,M54.6,Pain in thoracic spine
5313,M54.8,Other dorsalgia
5314,M54.9,"Dorsalgia, unspecified"
5315,M60,Myositis
5316,M60.0,Infective myositis
5317,M60.1,Interstitial myositis
5318,M60.2,"Foreign body granuloma of soft tissue, not elsewhere classified"
5319,M60.8,Other myositis
5320,M60.9,"Myositis, unspecified"
5321,M61,Calcification and ossification of muscle
5322,M61.0,Myositis ossificans traumatica
5323,M61.1,Myositis ossificans progressiva
5324,M61.2,Paralytic calcification and ossification of muscle
5325,M61.3,Calcification and ossification of muscles associated with burns
5326,M61.4,Other calcification of muscle
5327,M61.5,Other ossification of muscle
5328,M61.9,"Calcification and ossification of muscle, unspecified"
5329,M62,Other disorders of muscle
5330,M62.0,Diastasis of muscle
5331,M62.1,Other rupture of muscle (nontraumatic)
5332,M62.2,Ischemic infarction of muscle
5333,M62.3,Immobility syndrome (paraplegic)
5334,M62.4,Contracture of muscle
5335,M62.5,"Muscle wasting and atrophy, not elsewhere classified"
5336,M62.6,Muscle strain
5337,M62.8,Other specified disorders of muscle
5338,M62.9,"Disorder of muscle, unspecified"
5339,M63,Disorders of muscle in diseases classified elsewhere
5340,M65,Synovitis and tenosynovitis
5341,M65.0,Abscess of tendon sheath
5342,M65.1,Other infective (teno)synovitis
5343,M65.2,Calcific tendinitis
5344,M65.3,Trigger finger
5345,M65.4,Radial styloid tenosynovitis [de Quervain]
5346,M65.8,Other synovitis and tenosynovitis
5347,M65.9,"Synovitis and tenosynovitis, unspecified"
5348,M66,Spontaneous rupture of synovium and tendon
5349,M66.0,Rupture of popliteal cyst
5350,M66.1,Rupture of synovium
5351,M66.2,Spontaneous rupture of extensor tendons
5352,M66.3,Spontaneous rupture of flexor tendons
5353,M66.4,Spontaneous rupture of other tendons
5354,M66.5,Spontaneous rupture of unspecified tendon
5355,M67,Other disorders of synovium and tendon
5356,M67.0,Short Achilles tendon (acquired)
5357,M67.1,Other contracture of tendon (sheath)
5358,M67.2,"Synovial hypertrophy, not elsewhere classified"
5359,M67.3,Transient synovitis
5360,M67.4,Ganglion
5361,M67.8,Other specified disorders of synovium and tendon
5362,M67.9,"Disorder of synovium and tendon, unspecified"
5363,M70,"Soft tissue disorders related to use, overuse and pressure"
5364,M70.0,Chronic crepitant synovitis of hand and wrist
5365,M70.1,Bursitis of hand
5366,M70.2,Olecranon bursitis
5367,M70.3,Other bursitis of elbow
5368,M70.4,Prepatellar bursitis
5369,M70.5,Other bursitis of knee
5370,M70.6,Trochanteric bursitis
5371,M70.7,Other bursitis of hip
5372,M70.8,"Other soft tissue disorders related to use, overuse, and pressure"
5373,M70.9,"Unspecified soft tissue disorder related to use, overuse, and pressure"
5374,M71,Other bursopathies
5375,M71.0,Abscess of bursa
5376,M71.1,Other infective bursitis
5377,M71.2,Synovial cyst of popliteal space [Baker]
5378,M71.3,Other bursal cyst
5379,M71.4,Calcium deposit in bursa
5380,M71.5,"Other bursitis, not elsewhere classified"
5381,M71.8,Other specified bursopathies
5382,M71.9,"Bursopathy, unspecified"
5383,M72,Fibroblastic disorders
5384,M72.0,Palmar fascial fibromatosis [Dupuytren]
5385,M72.1,Knuckle pads
5386,M72.2,Plantar fascial fibromatosis
5387,M72.3,Nodular fasciitis
5388,M72.4,Pseudosarcomatous fibromatosis
5389,M72.5,"Fasciitis, not elsewhere classified"
5390,M72.6,Necrotizing fasciitis
5391,M72.8,Other fibroblastic disorders
5392,M72.9,"Fibroblastic disorder, unspecified"
5393,M75,Shoulder lesions
5394,M75.0,Adhesive capsulitis of shoulder
5395,M75.1,Rotator cuff syndrome
5396,M75.2,Bicipital tendinitis
5397,M75.3,Calcific tendinitis of shoulder
5398,M75.4,Impingement syndrome of shoulder
5399,M75.5,Bursitis of shoulder
5400,M75.8,Other shoulder lesions
5401,M75.9,"Shoulder lesion, unspecified"
5402,M76,"Enthesopathies, lower limb, excluding foot"
5403,M76.0,Gluteal tendinitis
5404,M76.1,Psoas tendinitis
5405,M76.2,Iliac crest spur
5406,M76.3,Iliotibial band syndrome
5407,M76.4,Tibial collateral bursitis [Pellegrini-Stieda]
5408,M76.5,Patellar tendinitis
5409,M76.6,Achilles tendinitis
5410,M76.7,Peroneal tendinitis
5411,M76.8,"Other enthesopathies of lower limb, excluding foot"
5412,M76.9,"Enthesopathy of lower limb, unspecified"
5413,M77,Other enthesopathies
5414,M77.0,Medial epicondylitis
5415,M77.1,Lateral epicondylitis
5416,M77.2,Periarthritis of wrist
5417,M77.3,Calcaneal spur
5418,M77.4,Metatarsalgia
5419,M77.5,Other enthesopathy of foot
5420,M77.8,"Other enthesopathies, not elsewhere classified"
5421,M77.9,"Enthesopathy, unspecified"
5422,M79,"Other and unspecified soft tissue disorders, not elsewhere classified"
5423,M79.0,"Rheumatism, unspecified"
5424,M79.1,Myalgia
5425,M79.2,"Neuralgia and neuritis, unspecified"
5426,M79.3,"Panniculitis, unspecified"
5427,M79.4,Hypertrophy of (infrapatellar) fat pad
5428,M79.5,Residual foreign body in soft tissue
5429,M79.6,Pain in limb
5430,M79.7,Fibromyalgia
5431,M79.8,Other specified soft tissue disorders
5432,M79.9,"Soft tissue disorder, unspecified"
5433,M80,Osteoporosis with current pathological fracture
5434,M80.0,Postmenopausal osteoporosis with pathological fracture
5435,M80.1,Postoophorectomy osteoporosis with pathological fracture
5436,M80.2,Osteoporosis of disuse with pathological fracture
5437,M80.3,Postsurgical malabsorption osteoporosis with pathological fracture
5438,M80.4,Drug-induced osteoporosis with pathological fracture
5439,M80.5,Idiopathic osteoporosis with pathological fracture
5440,M80.8,Other osteoporosis with pathological fracture
5441,M80.9,Unspecified osteoporosis with pathological fracture
5442,M81,Osteoporosis without current pathological fracture
5443,M81.0,Postmenopausal osteoporosis
5444,M81.1,Postoophorectomy osteoporosis
5445,M81.2,Osteoporosis of disuse
5446,M81.3,Postsurgical malabsorption osteoporosis
5447,M81.4,Drug-induced osteoporosis
5448,M81.5,Idiopathic osteoporosis
5449,M81.6,Localized osteoporosis [Lequesne]
5450,M81.8,Other osteoporosis
5451,M81.9,"Osteoporosis, unspecified"
5452,M83,Adult osteomalacia
5453,M83.0,Puerperal osteomalacia
5454,M83.1,Senile osteomalacia
5455,M83.2,Adult osteomalacia due to malabsorption
5456,M83.3,Adult osteomalacia due to malnutrition
5457,M83.4,Aluminum bone disease
5458,M83.5,Other drug-induced osteomalacia in adults
5459,M83.8,Other adult osteomalacia
5460,M83.9,"Adult osteomalacia, unspecified"
5461,M84,Disorder of continuity of bone
5462,M84.0,Malunion of fracture
5463,M84.1,Nonunion of fracture [pseudarthrosis]
5464,M84.2,Delayed union of fracture
5465,M84.3,"Stress fracture, not elsewhere classified"
5466,M84.4,"Pathological fracture, not elsewhere classified"
5467,M84.8,Other disorders of continuity of bone
5468,M84.9,"Disorder of continuity of bone, unspecified"
5469,M85,Other disorders of bone density and structure
5470,M85.0,Fibrous dysplasia (monostotic)
5471,M85.1,Skeletal fluorosis
5472,M85.2,Hyperostosis of skull
5473,M85.3,Osteitis condensans
5474,M85.4,Solitary bone cyst
5475,M85.5,Aneurysmal bone cyst
5476,M85.6,Other cyst of bone
5477,M85.8,Other specified disorders of bone density and structure
5478,M85.9,"Disorder of bone density and structure, unspecified"
5479,M86,Osteomyelitis
5480,M86.0,Acute hematogenous osteomyelitis
5481,M86.1,Other acute osteomyelitis
5482,M86.2,Subacute osteomyelitis
5483,M86.3,Chronic multifocal osteomyelitis
5484,M86.4,Chronic osteomyelitis with draining sinus
5485,M86.5,Other chronic hematogenous osteomyelitis
5486,M86.6,Other chronic osteomyelitis
5487,M86.8,Other osteomyelitis
5488,M86.9,"Osteomyelitis, unspecified"
5489,M87,Osteonecrosis
5490,M87.0,Idiopathic aseptic necrosis of bone
5491,M87.1,Osteonecrosis due to drugs
5492,M87.2,Osteonecrosis due to previous trauma
5493,M87.3,Other secondary osteonecrosis
5494,M87.8,Other osteonecrosis
5495,M87.9,"Osteonecrosis, unspecified"
5496,M88,Osteitis deformans [Paget's disease of bone]
5497,M88.0,Paget's disease of skull
5498,M88.8,Paget's disease of other bones
5499,M88.9,"Paget's disease of bone, unspecified"
5500,M89,Other disorders of bone
5501,M89.0,Algoneurodystrophy
5502,M89.1,Epiphyseal arrest
5503,M89.2,Other disorders of bone development and growth
5504,M89.3,Hypertrophy of bone
5505,M89.4,Other hypertrophic osteoarthropathy
5506,M89.5,Osteolysis
5507,M89.6,Osteopathy after poliomyelitis
5508,M89.8,Other specified disorders of bone
5509,M89.9,"Disorder of bone, unspecified"
5510,M90,Osteopathies in diseases classified elsewhere
5511,M91,Juvenile osteochondrosis of hip and pelvis
5512,M91.0,Juvenile osteochondrosis of pelvis
5513,M91.1,Juvenile osteochondrosis of head of femur [Legg-Calvé-Perthes]
5514,M91.2,Coxa plana
5515,M91.3,Pseudocoxalgia
5516,M91.8,Other juvenile osteochondrosis of hip and pelvis
5517,M91.9,"Juvenile osteochondrosis of hip and pelvis, unspecified"
5518,M92,Other juvenile osteochondrosis
5519,M92.0,Juvenile osteochondrosis of humerus
5520,M92.1,Juvenile osteochondrosis of radius and ulna
5521,M92.2,Juvenile osteochondrosis of hand
5522,M92.3,Other juvenile osteochondrosis of upper limb
5523,M92.4,Juvenile osteochondrosis of patella
5524,M92.5,Juvenile osteochondrosis of tibia and fibula
5525,M92.6,Juvenile osteochondrosis of tarsus
5526,M92.7,Juvenile osteochondrosis of metatarsus
5527,M92.8,Other specified juvenile osteochondrosis
5528,M92.9,"Juvenile osteochondrosis, unspecified"
5529,M93,Other osteochondropathies
5530,M93.0,Slipped upper femoral epiphysis (nontraumatic)
5531,M93.1,Kienböck's disease of adults
5532,M93.2,Osteochondritis dissecans
5533,M93.8,Other specified osteochondropathies
5534,M93.9,"Osteochondropathy, unspecified"
5535,M94,Other disorders of cartilage
5536,M94.0,Chondrocostal junction syndrome [Tietze]
5537,M94.1,Relapsing polychondritis
5538,M94.2,Chondromalacia
5539,M94.3,Chondrolysis
5540,M94.8,Other specified disorders of cartilage
5541,M94.9,"Disorder of cartilage, unspecified"
5542,M95,Other acquired deformities of musculoskeletal system and connective tissue
5543,M95.0,Acquired deformity of nose
5544,M95.1,Cauliflower ear
5545,M95.2,Other acquired deformity of head
5546,M95.3,Acquired deformity of neck
5547,M95.4,Acquired deformity of chest and rib
5548,M95.5,Acquired deformity of pelvis
5549,M95.8,Other specified acquired deformities of musculoskeletal system
5550,M95.9,"Acquired deformity of musculoskeletal system, unspecified"
5551,M96,"Intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified"
5552,M96.0,Pseudarthrosis after fusion or arthrodesis
5553,M96.1,"Postlaminectomy syndrome, not elsewhere classified"
5554,M96.2,Postradiation kyphosis
5555,M96.3,Postlaminectomy kyphosis 
5556,M96.4,Postsurgical lordosis
5557,M96.5,Postradiation scoliosis
5558,M96.6,"Fracture of bone following insertion of orthopedic implant, joint prosthesis, or bone plate"
5559,M96.8,Other postprocedural musculoskeletal disorders 
5560,M96.9,"Postprocedural musculoskeletal disorder, unspecified"
5561,M99,"Biomechanical lesions, not elsewhere classified"
5562,M99.0,Segmental and somatic dysfunction
5563,M99.1,Subluxation complex (vertebral)
5564,M99.2,Subluxation stenosis of neural canal
5565,M99.3,Osseous stenosis of neural canal
5566,M99.4,Connective tissue stenosis of neural canal
5567,M99.5,Intervertebral disc stenosis of neural canal
5568,M99.6,Osseous and subluxation stenosis of intervertebral foramina
5569,M99.7,Connective tissue and disc stenosis of intervertebral foramina
5570,M99.8,Other biomechanical lesions
5571,M99.9,"Biomechanical lesion, unspecified"
5572,N00,Acute nephritic syndrome
5573,N00.0,"Acute nephritic syndrome, minor glomerular abnormality"
5574,N00.1,"Acute nephritic syndrome, focal and segmental glomerular lesions"
5575,N00.2,"Acute nephritic syndrome, diffuse membranous glomerulonephritis"
5576,N00.3,"Acute nephritic syndrome, diffuse mesangial proliferative glomerulonephritis"
5577,N00.4,"Acute nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis"
5578,N00.5,"Acute nephritic syndrome, diffuse mesangiocapillary glomerulonephritis"
5579,N00.6,"Acute nephritic syndrome, dense deposit disease"
5580,N00.7,"Acute nephritic syndrome, diffuse crescentic glomerulonephritis"
5581,N00.8,"Acute nephritic syndrome, other"
5582,N00.9,"Acute nephritic syndrome, unspecified"
5583,N01,Rapidly progressive nephritic syndrome
5584,N01.0,"Rapidly progressive nephritic syndrome, minor glomerular abnormality"
5585,N01.1,"Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions"
5586,N01.2,"Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis"
5587,N01.3,"Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis"
5588,N01.4,"Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis"
5589,N01.5,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis"
5590,N01.6,"Rapidly progressive nephritic syndrome, dense deposit disease"
5591,N01.7,"Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis"
5592,N01.8,"Rapidly progressive nephritic syndrome, other"
5593,N01.9,"Rapidly progressive nephritic syndrome, unspecified"
5594,N02,Recurrent and persistent hematuria
5595,N02.0,"Recurrent and persistent hematuria, minor glomerular abnormality"
5596,N02.1,"Recurrent and persistent hematuria, focal and segmental glomerular lesions"
5597,N02.2,"Recurrent and persistent hematuria, diffuse membranous glomerulonephritis"
5598,N02.3,"Recurrent and persistent hematuria, diffuse mesangial proliferative glomerulonephritis"
5599,N02.4,"Recurrent and persistent hematuria, diffuse endocapillary proliferative glomerulonephritis"
5600,N02.5,"Recurrent and persistent hematuria, diffuse mesangiocapillary glomerulonephritis"
5601,N02.6,"Recurrent and persistent hematuria, dense deposit disease"
5602,N02.7,"Recurrent and persistent hematuria, diffuse crescentic glomerulonephritis"
5603,N02.8,"Recurrent and persistent hematuria, other"
5604,N02.9,"Recurrent and persistent hematuria, unspecified"
5605,N03,Chronic nephritic syndrome
5606,N03.0,"Chronic nephritic syndrome, minor glomerular abnormality"
5607,N03.1,"Chronic nephritic syndrome, focal and segmental glomerular lesions"
5608,N03.2,"Chronic nephritic syndrome, diffuse membranous glomerulonephritis"
5609,N03.3,"Chronic nephritic syndrome, diffuse mesangial proliferative glomerulonephritis"
5610,N03.4,"Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis"
5611,N03.5,"Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis"
5612,N03.6,"Chronic nephritic syndrome, dense deposit disease"
